Date,Aceh,Bali,Banten,Babel,Bengkulu,DIY,Jakarta,Jambi,Jabar,Jateng,Jatim,Kalbar,Kaltim,Kalteng,Kalsel,Kaltara,Kep Riau,NTB,Sumsel,Sumbar,Sulut,Sumut,Sultra,Sulsel,Sulteng,Lampung,Riau,Malut,Maluku,Papbar,Papua,Sulbar,NTT,Gorontalo
2021-03-26,15,178,176,52,8,232,1381,15,855,262,340,54,252,95,215,48,17,17,89,115,17,79,6,32,34,43,169,9,6,18,89,0,43,21
2021-03-27,21,145,220,75,5,140,1354,45,476,141,275,66,199,183,267,27,25,35,84,110,19,80,13,34,13,48,112,7,15,44,121,1,53,8
2021-03-28,12,121,79,94,27,127,1470,53,534,100,266,10,164,111,248,59,20,6,101,106,5,69,4,35,18,35,125,4,3,31,15,3,20,8
2021-03-29,8,144,328,63,10,106,1014,46,1610,388,251,0,124,72,275,15,11,32,91,41,2,74,4,46,26,61,69,6,0,11,50,1,27,2
2021-03-30,9,169,319,89,52,283,384,20,911,649,279,40,246,79,221,34,8,60,91,106,8,69,7,104,45,51,132,12,12,15,52,0,116,10
2021-03-31,30,200,950,68,35,272,965,27,975,497,301,53,200,168,267,25,23,42,102,126,4,95,7,94,40,29,160,6,0,19,58,1,90,8
2021-04-01,11,172,905,100,23,176,1337,62,904,670,281,39,214,63,262,22,31,15,133,134,5,65,6,83,32,43,199,3,6,23,13,1,86,23
2021-04-02,9,169,850,46,7,254,1240,42,661,239,274,53,238,104,283,16,32,17,75,150,5,61,2,19,18,72,203,0,12,30,52,3,79,10
2021-04-03,6,141,910,83,6,118,1098,32,360,274,230,49,138,90,154,62,56,21,39,86,11,64,0,54,14,44,116,0,3,15,21,1,30,19
2021-04-04,4,255,3501,60,38,123,736,23,338,195,221,48,154,92,290,43,10,19,41,57,0,73,8,58,18,28,217,0,0,18,17,3,32,11
2021-04-05,11,187,259,102,14,135,523,21,910,496,230,0,90,106,153,7,44,32,54,51,1,74,0,31,48,28,85,1,2,11,6,0,0,0
2021-04-06,13,236,187,62,28,233,487,60,964,651,295,36,197,70,153,14,23,7,49,105,11,77,10,209,16,38,214,8,11,20,30,1,27,7
2021-04-07,39,210,163,72,42,272,862,47,811,535,346,40,163,81,140,6,34,26,70,129,6,76,5,227,57,44,222,11,6,26,60,1,15,16
2021-04-08,42,205,121,95,68,220,1239,50,673,796,297,44,153,64,301,0,26,43,90,215,11,71,16,153,23,39,300,2,9,31,75,3,29,0
2021-04-09,28,207,143,71,47,222,1013,50,931,569,308,77,205,111,281,42,58,25,79,145,0,79,1,80,55,49,231,0,2,27,66,6,42,15
2021-04-10,20,153,99,54,16,230,977,8,997,280,277,73,187,114,257,27,25,17,94,155,1,78,1,96,20,54,265,4,1,15,73,3,45,7
2021-04-11,7,115,105,183,45,130,1031,20,747,205,249,52,202,143,241,10,38,19,52,114,14,75,2,30,8,52,191,0,7,10,20,0,0,10
2021-04-12,24,169,331,81,6,131,692,5,1470,737,251,0,97,76,82,17,24,32,63,57,0,69,1,43,49,68,146,0,24,8,30,3,42,1
2021-04-13,28,150,183,117,25,232,828,40,1456,859,249,80,158,107,142,14,87,5,60,101,15,67,2,94,55,79,253,3,2,61,12,6,116,16
2021-04-14,26,121,86,144,15,292,661,51,1568,716,262,92,196,82,256,17,45,20,78,174,3,60,2,118,61,58,335,6,18,30,0,1,55,7
2021-04-15,40,202,81,188,46,221,1330,49,1216,841,294,88,185,85,221,28,129,31,63,158,25,68,2,93,27,48,269,3,0,14,63,1,52,16
2021-04-16,22,211,152,146,55,218,979,53,998,669,290,98,127,116,153,7,66,86,77,168,6,66,6,45,26,67,235,2,5,28,44,4,131,7
2021-04-17,35,169,102,94,54,158,1037,68,832,518,285,97,209,117,156,15,69,33,126,206,3,63,4,35,70,70,320,6,13,27,13,1,24,12
2021-04-18,43,172,50,114,95,143,950,48,769,396,241,78,186,92,186,55,88,0,101,204,2,61,12,22,7,88,330,4,13,17,6,1,4,7
2021-04-19,13,154,75,76,27,170,973,25,1421,678,253,0,116,78,31,17,26,52,111,89,6,69,6,17,81,91,227,1,2,8,29,4,26,0
2021-04-20,52,207,109,152,50,210,460,74,1399,682,258,77,149,142,147,24,86,18,93,176,2,67,8,78,15,107,410,5,1,13,15,6,248,9
2021-04-21,64,196,70,162,86,229,602,56,1004,673,303,98,187,97,95,10,60,42,112,514,1,68,1,65,26,88,460,11,10,12,24,10,284,0
2021-04-22,87,168,102,133,20,257,1266,87,1358,600,291,99,180,71,206,24,85,16,119,286,21,66,10,20,7,63,419,1,0,30,13,7,125,6
2021-04-23,91,138,173,339,90,137,884,43,1066,374,300,92,188,85,197,19,50,1,101,232,65,65,10,27,38,80,477,3,8,24,8,2,27,2
2021-04-24,46,124,58,167,40,149,907,65,630,317,257,96,149,119,173,11,101,0,125,295,6,64,3,14,46,68,421,6,0,20,5,3,53,6
2021-04-25,24,66,80,263,114,223,896,29,683,247,236,39,165,81,56,16,148,3,144,234,46,62,2,7,9,81,404,5,8,3,8,6,14,0
2021-04-26,67,105,220,194,42,184,749,42,1941,646,247,0,82,97,16,23,137,58,99,93,3,69,3,14,39,67,614,0,0,11,2,0,71,9
2021-04-27,70,150,227,160,70,164,393,32,1164,354,237,56,158,57,98,24,75,59,93,212,4,63,6,57,39,69,383,1,0,38,14,1,128,0
2021-04-28,71,166,60,160,65,292,639,97,1354,224,297,63,186,118,74,21,105,49,137,220,4,66,11,18,48,115,479,1,2,33,12,4,31,19
2021-04-29,82,132,110,238,44,259,987,92,1119,592,325,99,145,62,65,13,118,36,117,281,5,67,8,27,51,97,579,0,0,21,18,0,32,12
2021-04-30,78,137,72,226,43,262,789,74,1179,400,316,73,161,111,207,9,114,65,126,162,3,68,5,31,58,61,521,2,13,9,27,0,90,8
2021-05-01,124,142,53,200,102,128,926,60,754,198,231,98,137,108,88,7,180,18,147,179,6,59,7,25,20,66,377,0,0,32,0,3,31,6
2021-05-02,68,86,55,93,75,180,854,78,672,179,206,95,52,49,12,34,145,29,130,270,1,64,0,4,14,75,583,0,5,12,0,22,252,0
2021-05-03,56,105,126,82,7,157,757,82,1292,531,215,0,84,74,34,18,153,129,113,58,0,68,0,13,56,95,341,3,14,1,0,2,61,3
2021-05-04,98,150,112,167,54,159,416,50,912,375,290,117,137,101,56,17,134,30,111,144,6,63,4,21,22,52,483,1,0,21,3,0,59,4
2021-05-05,91,128,73,125,35,232,845,102,995,530,271,116,137,91,108,3,94,26,129,263,2,71,10,6,29,77,570,7,18,23,18,1,55,4
2021-05-06,107,146,65,168,50,229,905,84,1038,353,255,120,104,74,64,8,253,19,130,416,0,81,2,17,47,67,520,2,7,10,22,0,273,11
2021-05-07,113,114,68,197,65,184,783,87,1953,524,232,133,105,84,144,16,94,28,142,283,7,95,7,27,36,53,628,3,0,30,2,1,89,0
2021-05-08,100,113,81,267,76,137,732,88,2209,140,225,74,109,125,108,3,112,23,150,300,9,82,0,17,11,77,653,0,19,10,1,0,77,2
2021-05-09,28,103,61,184,37,140,809,75,492,138,230,124,88,90,64,16,92,2,140,322,0,76,3,11,5,54,454,1,3,8,17,3,52,0
2021-05-10,68,74,92,112,18,142,694,71,1070,854,206,65,92,61,22,4,109,29,131,177,1,89,2,27,18,44,551,0,0,6,0,2,60,0
2021-05-11,100,101,82,143,16,154,406,64,1373,540,257,88,76,58,46,11,147,15,100,231,6,83,8,26,57,85,587,2,1,21,2,3,125,7
2021-05-12,128,97,56,211,50,217,656,60,814,109,248,138,126,79,85,0,125,21,126,443,9,78,7,11,66,88,523,0,0,23,3,2,9,0
2021-05-13,26,94,34,73,35,105,785,14,400,480,148,103,83,59,27,0,98,5,99,94,26,82,0,2,2,49,513,5,0,2,0,0,4,1
2021-05-14,5,47,39,65,29,97,632,64,610,162,141,107,13,55,19,9,98,12,67,0,0,86,0,6,16,29,112,0,32,3,0,0,77,1
2021-05-15,57,45,22,41,4,94,227,0,723,248,183,67,52,27,1,3,190,5,74,0,0,76,0,2,4,65,146,7,7,5,0,5,5,0
2021-05-16,35,74,66,75,8,135,161,22,792,346,164,97,56,46,37,1,222,18,77,141,0,80,0,4,0,58,355,1,0,6,0,0,0,3
2021-05-17,91,74,53,108,4,136,421,21,1361,673,202,72,59,57,25,4,106,12,106,127,1,91,1,20,14,60,317,0,20,1,0,3,53,2
2021-05-18,128,79,29,131,26,155,219,5,1119,561,227,133,138,83,42,5,164,50,68,230,0,95,1,22,17,55,321,4,0,20,0,2,50,6
2021-05-19,147,112,53,164,35,227,611,45,1219,404,254,117,128,82,55,38,137,54,75,295,3,92,5,39,8,64,385,2,0,6,0,0,10,5
2021-05-20,199,83,87,194,37,269,895,83,1332,550,259,128,100,94,81,33,205,16,95,349,7,98,15,57,8,69,421,8,7,6,0,0,12,0
2021-05-21,176,100,62,240,80,198,856,67,1085,653,244,117,87,92,85,30,236,35,120,362,2,97,1,54,7,86,512,2,8,30,0,1,16,5
2021-05-22,135,50,66,190,60,138,932,63,997,486,233,84,99,96,48,33,174,30,204,301,11,87,0,3,15,70,639,7,0,5,0,1,36,3
2021-05-23,104,68,36,183,70,152,867,55,970,360,228,118,103,96,73,46,215,26,194,381,8,84,1,41,12,104,592,9,5,24,0,0,50,5
2021-05-24,167,62,49,135,8,149,819,76,1420,905,227,83,105,68,29,52,247,24,130,154,0,99,2,14,21,94,665,4,0,2,28,0,67,2
2021-05-25,185,55,89,166,30,215,384,59,1024,696,217,114,112,71,43,34,191,17,129,271,1,97,2,51,15,84,642,4,42,2,0,0,10,8
2021-05-26,267,59,44,271,27,190,617,77,660,548,257,121,82,91,82,13,190,22,159,290,4,85,0,9,17,75,739,2,0,14,0,0,21,1
2021-05-27,230,31,156,132,19,186,940,74,1370,694,218,119,64,60,56,4,411,15,157,313,4,95,1,33,7,56,810,0,9,2,0,0,1,11
2021-05-28,260,61,53,183,66,180,602,63,1206,668,246,98,68,82,68,30,219,451,152,172,0,89,6,32,18,85,503,3,0,19,0,3,175,1
2021-05-29,293,49,72,176,81,211,898,79,927,1050,255,99,146,155,110,17,456,40,165,361,1,82,7,18,35,98,652,2,14,8,0,0,2,6
2021-05-30,270,42,46,245,70,176,1064,90,639,1007,217,133,140,111,74,3,294,76,122,269,4,72,7,61,14,89,726,16,0,2,0,0,25,11
2021-05-31,116,44,153,130,18,158,726,84,1316,881,249,38,89,73,15,33,161,237,142,131,3,98,1,8,3,99,473,6,3,20,0,0,150,4
2021-06-01,122,28,119,90,40,219,519,66,892,851,225,108,90,64,43,25,227,82,150,185,4,95,4,3,6,97,452,1,0,9,0,0,8,0
2021-06-02,101,33,69,100,13,268,601,86,930,739,239,105,64,81,12,11,351,124,129,224,7,93,0,50,30,90,615,3,0,5,0,8,61,4
2021-06-03,214,46,100,159,30,206,714,66,1176,687,260,86,94,128,56,17,217,67,161,177,5,96,2,38,6,100,380,4,3,16,0,9,33,0
2021-06-04,209,51,142,279,67,299,906,85,952,887,301,123,113,119,53,18,200,77,156,306,8,97,1,13,21,74,593,4,37,11,0,49,233,2
2021-06-05,206,28,89,149,53,150,1317,81,993,1092,244,124,79,90,48,24,372,28,158,467,7,80,10,41,6,83,507,8,1,7,12,10,29,1
2021-06-06,196,27,47,52,63,295,1019,108,869,890,276,104,75,45,72,11,273,20,127,388,13,74,1,26,6,94,528,10,8,33,0,2,70,10
2021-06-07,130,36,100,68,35,253,1197,126,1790,1451,301,0,40,90,9,5,151,60,126,239,1,99,5,31,8,119,313,7,25,1,0,0,177,0
2021-06-08,157,36,142,113,26,237,755,148,1073,1489,389,95,90,127,17,9,218,72,122,141,7,95,7,98,53,103,345,13,0,16,16,1,84,0
2021-06-09,226,37,103,108,24,304,1376,136,1562,1457,401,158,84,67,28,8,407,49,152,259,10,93,5,66,7,112,402,8,5,6,20,13,26,6
2021-06-10,247,61,188,89,33,455,2091,132,1334,1535,425,149,108,106,102,20,307,37,154,353,10,211,19,45,14,97,438,8,5,2,34,5,63,15
2021-06-11,284,46,214,97,64,417,2293,91,1302,1026,441,144,78,66,34,10,300,20,128,278,14,115,8,32,10,89,387,6,27,15,30,2,10,5
2021-06-12,108,22,214,57,43,436,2455,145,876,915,358,146,78,120,23,7,282,20,184,232,0,99,6,36,8,96,388,10,1,13,20,13,50,4
2021-06-13,159,44,198,43,103,466,2769,133,1242,2579,418,136,109,97,29,33,215,10,144,267,2,73,8,17,9,113,322,13,31,14,8,0,60,4
2021-06-14,166,48,255,44,15,428,2722,104,1532,1400,403,0,62,46,13,5,120,6,88,111,22,193,3,8,7,128,163,8,3,10,4,2,70,0
2021-06-15,155,55,141,75,34,438,1502,128,1793,1658,499,114,133,95,21,26,219,43,152,154,19,120,11,41,11,109,311,26,16,15,11,4,12,18
2021-06-16,133,67,157,91,49,534,2376,124,2599,1251,702,121,145,94,57,17,351,5,138,214,0,136,11,32,16,62,326,8,43,30,4,2,49,2
2021-06-17,140,65,168,92,30,595,4144,132,2800,1752,722,144,177,85,93,36,307,17,121,188,17,162,11,62,23,92,331,7,24,44,28,6,9,0
2021-06-18,150,95,249,73,70,592,4737,157,2791,1331,731,140,145,119,28,53,278,23,135,241,16,137,41,63,22,88,353,28,0,41,11,4,20,28
2021-06-19,116,155,278,81,81,638,4895,146,2104,1877,693,147,152,88,48,13,341,39,119,135,19,122,22,67,39,117,284,16,15,33,6,5,6,9
2021-06-20,93,106,228,49,85,665,5582,105,2009,2195,739,147,147,75,20,40,337,15,143,131,0,108,29,50,20,141,274,1,69,58,6,26,34,10
2021-06-21,47,91,333,41,46,662,5014,119,2719,3252,719,97,162,70,5,9,227,23,111,70,16,280,3,35,19,119,148,6,0,6,12,2,7,66
2021-06-22,63,127,462,89,101,675,3221,141,3432,2439,746,125,245,135,37,40,153,11,151,188,39,298,64,130,23,72,224,36,40,24,37,3,97,0
2021-06-23,156,187,275,90,106,694,4693,103,2910,2595,873,155,227,96,77,84,309,25,115,294,47,146,87,130,33,142,330,21,33,87,37,47,71,33
2021-06-24,73,181,599,120,141,791,7505,43,3053,4384,945,189,336,172,39,27,459,9,144,206,20,185,26,100,39,121,295,121,0,124,10,13,104,0
2021-06-25,103,195,313,68,196,783,6934,152,3846,2118,975,147,352,129,56,0,403,7,202,322,36,190,163,151,56,153,274,86,136,85,45,5,172,19
2021-06-26,81,246,266,126,109,782,9271,68,3787,2305,989,129,428,174,89,0,408,6,173,257,23,220,63,126,29,148,365,58,30,148,42,2,106,41
2021-06-27,59,174,698,103,16,830,9394,48,3988,2288,889,146,470,160,23,0,435,19,162,172,8,119,109,93,35,235,223,28,51,151,34,32,114,36
2021-06-28,104,212,494,102,10,859,8348,46,4771,2143,1081,125,382,106,48,0,329,41,199,89,34,208,30,125,50,159,209,24,119,120,12,19,78,18
2021-06-29,133,238,521,88,110,850,7379,123,3908,2932,1065,219,482,146,55,73,480,82,164,188,38,146,37,135,75,125,288,36,26,137,45,8,125,10
2021-06-30,98,221,486,159,264,892,7680,107,4473,2335,1203,192,489,188,82,159,421,7,223,452,47,188,68,212,68,197,382,100,0,162,35,39,178,0
2021-07-01,92,311,300,248,178,895,7541,101,6179,2624,1397,191,596,256,124,196,397,139,229,549,42,174,100,253,78,206,416,132,218,151,46,101,349,27
2021-07-02,94,343,302,203,139,922,9399,183,4920,2538,1388,199,661,210,159,107,469,25,243,455,87,119,199,327,98,285,506,201,185,301,25,26,487,25
2021-07-03,72,272,715,163,140,1358,9702,56,5393,3224,1439,336,622,272,77,113,648,25,246,501,143,149,137,327,100,286,447,125,172,206,30,20,383,14
2021-07-04,72,355,621,170,190,1615,10485,131,4458,2955,1468,190,738,240,208,0,416,9,244,435,94,132,138,176,56,281,463,146,0,276,67,64,340,0
2021-07-05,34,401,541,173,100,1465,10903,121,6971,3447,1543,101,428,139,22,147,408,65,172,81,2,135,32,219,77,306,424,68,278,339,44,22,461,76
2021-07-06,174,424,457,241,201,1386,9439,58,7239,4048,1808,259,726,198,55,207,586,122,255,304,164,256,89,249,107,266,418,117,349,258,15,45,632,37
2021-07-07,114,505,612,223,227,1370,9366,106,8591,3823,2548,282,757,286,111,162,608,52,358,676,128,189,119,485,118,320,532,218,258,287,69,62,731,86
2021-07-08,162,577,503,288,264,1424,12974,132,7772,4232,2551,288,979,250,144,124,456,22,296,770,225,275,135,500,157,373,672,125,303,317,101,45,914,41
2021-07-09,80,674,514,287,101,1665,13112,186,7399,4530,2530,296,1021,216,200,168,725,8,341,718,278,336,124,511,233,383,504,171,210,213,125,34,220,11
2021-07-10,133,678,569,322,212,1809,12920,134,4926,3618,2237,298,1051,232,202,253,481,214,423,847,223,284,116,573,135,336,738,234,191,190,74,63,353,25
2021-07-11,67,561,679,263,161,1895,13133,147,6704,2575,2419,241,1134,261,120,282,651,503,388,344,137,282,237,477,184,326,653,184,347,199,89,80,474,0
2021-07-12,36,656,2639,217,147,1731,14619,38,7942,2928,2742,247,1012,303,49,100,580,217,471,368,115,344,34,289,83,430,559,131,217,151,209,3,699,121
2021-07-13,162,723,4016,516,154,2731,12182,352,7192,3270,6269,746,1498,253,307,169,539,372,778,488,274,811,150,533,328,325,610,173,248,267,209,72,1128,54
2021-07-14,116,791,3889,508,247,2350,12667,400,10444,5110,7088,779,1658,281,393,251,529,236,760,666,255,896,135,550,264,320,978,161,211,602,357,33,537,55
2021-07-15,100,843,3994,511,372,2706,12691,388,11101,4360,8230,585,1543,258,493,155,625,370,963,678,380,1127,222,594,308,349,963,199,162,350,318,117,639,63
2021-07-16,63,885,3680,457,354,1661,12415,303,10730,4188,7832,573,1724,270,345,170,719,241,689,1006,345,937,141,739,233,420,858,152,139,605,292,134,547,153
2021-07-17,69,1019,3424,486,217,2523,10168,302,9398,5655,6920,511,1667,376,645,348,892,379,770,637,261,1004,176,771,337,448,999,360,78,295,200,76,488,53
2021-07-18,63,944,3139,309,468,2119,9128,442,7777,4699,5726,358,1514,305,299,284,928,333,556,641,306,814,159,434,251,677,847,84,69,156,135,90,565,102
2021-07-19,11,837,2166,275,116,1992,5000,207,7287,4042,4423,130,963,123,248,130,704,228,376,740,70,611,123,350,273,650,680,92,215,70,180,62,749,134
2021-07-20,52,880,2865,283,101,1872,6213,222,6928,3423,5654,403,1178,348,495,286,710,337,596,524,309,903,161,491,215,419,843,85,59,325,260,132,731,22
2021-07-21,51,1111,1903,286,197,1648,5904,14,5950,4253,3859,186,900,244,229,258,520,208,450,539,261,951,206,233,280,441,453,173,195,235,256,71,1249,58
2021-07-22,103,1250,3333,528,214,1978,7058,359,10499,5371,6625,475,1952,339,650,405,690,379,806,617,370,1235,137,954,379,424,769,155,75,153,221,151,779,76
2021-07-23,145,1407,2626,639,444,1431,8033,465,8925,4498,6912,422,1505,348,876,460,912,295,841,753,333,1521,274,1286,497,445,1008,181,121,239,325,77,807,20
2021-07-24,212,1057,2328,594,259,1628,8360,396,7587,5465,5699,287,2106,380,690,370,692,114,815,428,246,1276,226,815,388,499,1215,82,92,125,261,141,509,74
2021-07-25,200,990,1619,626,275,2145,5393,192,5302,5265,4763,364,1693,450,619,427,599,127,388,752,507,1031,311,880,278,399,1032,268,104,275,189,102,1080,34
2021-07-26,160,1078,883,252,267,2667,2662,105,4368,4021,3157,132,944,424,195,210,473,136,366,614,191,1028,114,657,415,449,1137,179,51,73,351,100,320,49
2021-07-27,226,1314,1610,709,274,2732,3567,226,8589,5187,6337,427,2009,254,517,457,656,207,1020,894,479,1408,258,954,620,581,1428,136,113,186,351,146,1244,87
2021-07-28,237,1452,1642,632,383,2282,5525,567,8366,4666,6422,487,2129,416,862,581,690,287,1249,863,339,1588,233,1145,819,517,1276,195,87,116,338,79,1127,194
2021-07-29,231,1119,1464,595,365,1920,3845,385,7519,4535,5506,397,1540,379,913,493,516,326,1278,1036,562,1588,232,1359,804,687,2096,110,68,328,325,99,781,78
2021-07-30,240,1365,1209,598,399,1932,3454,374,6912,4502,5210,431,2364,247,958,508,539,342,1002,873,452,1425,121,1082,643,569,1667,156,49,184,330,123,722,186
2021-07-31,228,1280,1366,580,520,1522,3327,300,4204,4896,4697,456,1660,446,720,554,497,383,893,886,708,1417,162,1268,418,678,1626,22,43,328,264,169,647,119
2021-08-01,204,1146,1325,449,311,1303,2701,414,2769,4234,3671,569,1716,309,665,527,366,260,547,718,293,1179,125,796,633,581,1202,22,33,243,187,154,886,200
2021-08-02,62,1044,1060,344,314,1566,1410,63,2341,3218,2489,170,1086,285,470,254,406,150,184,983,126,651,135,540,543,472,1077,35,51,118,173,80,410,94
2021-08-03,259,1408,1368,831,331,1445,1601,435,4301,4331,4113,477,1419,293,744,475,575,247,724,1157,364,1434,255,1131,827,599,1254,49,58,209,325,116,608,137
2021-08-04,351,1362,976,857,397,1862,2981,387,3994,4169,4030,681,2222,265,733,632,503,249,695,942,196,1656,189,1243,665,717,1464,43,18,157,254,169,530,278
2021-08-05,285,1470,964,802,248,1461,2311,352,4718,4252,4074,526,2083,352,876,599,445,217,786,856,473,1556,218,1197,838,680,860,110,46,270,301,174,1136,228
2021-08-06,383,1239,1003,862,402,1639,2186,369,4580,3022,4490,423,1815,286,906,509,512,201,897,925,621,2045,201,1166,1566,696,2205,189,13,71,212,143,3598,157
2021-08-07,343,1027,810,625,231,1378,2008,320,3004,5340,3438,363,1786,340,908,454,320,272,613,831,524,1405,241,832,803,437,1251,176,37,140,217,88,1027,164
2021-08-08,285,1184,450,476,107,1194,1649,261,2248,4693,2537,223,1576,294,817,329,281,213,394,778,510,1406,102,735,843,497,1154,132,5,68,94,55,721,104
2021-08-09,152,1018,337,216,221,733,727,28,2422,4210,1965,65,1070,344,559,327,307,278,203,390,130,1035,89,807,428,367,784,46,77,408,135,62,636,133
2021-08-10,379,1411,842,689,120,1487,1425,453,4163,4560,3618,360,1546,348,578,505,310,226,610,501,173,1753,132,963,966,494,1235,97,171,418,205,224,912,207
2021-08-11,385,1270,675,502,206,1510,1957,457,3174,4980,2885,386,1843,320,687,536,275,227,551,630,281,1472,90,1027,915,430,1174,36,42,341,175,220,867,99
2021-08-12,181,1353,395,395,117,1083,1078,100,1868,5300,3161,327,1176,309,462,332,233,194,273,545,507,1314,91,698,649,372,704,61,28,227,224,121,716,115
2021-08-13,411,1910,713,660,197,1243,1210,400,2968,4223,4178,562,1451,469,811,336,278,378,703,590,295,1284,130,1087,998,467,1070,77,55,139,241,222,885,147
2021-08-14,397,1795,605,553,265,1788,1363,414,2164,4560,3232,493,1168,396,856,365,247,248,405,609,346,1452,104,1018,882,468,1070,51,18,99,178,171,649,169
2021-08-15,310,1071,406,311,77,933,1182,376,1299,4144,1725,334,776,482,616,419,212,207,211,562,233,1246,136,641,674,382,936,14,4,68,152,100,498,76
2021-08-16,341,888,208,235,75,702,513,173,2095,3803,1559,220,633,475,574,187,201,249,237,151,185,821,86,336,526,375,609,49,64,26,197,66,438,87
2021-08-17,390,988,402,337,110,1106,655,350,1643,3263,2346,407,923,337,669,495,284,201,370,268,172,1172,85,476,891,367,819,41,23,42,234,156,657,62
2021-08-18,383,734,210,276,28,634,1029,121,1377,1072,1499,180,638,225,445,170,178,137,117,432,250,869,62,493,450,229,589,18,22,85,154,54,527,81
2021-08-19,355,1032,395,452,129,1175,731,357,3266,1428,3019,468,1100,302,791,416,183,219,305,291,168,1129,156,892,833,375,835,42,13,84,200,99,714,99
2021-08-20,459,1039,449,440,98,820,968,325,2742,3432,2508,391,921,244,644,358,203,199,263,390,231,1481,62,685,595,371,764,18,17,53,136,89,491,118
2021-08-21,382,849,374,393,71,930,891,321,1747,1236,2122,265,657,179,705,241,203,134,236,532,215,1189,58,551,546,319,610,35,11,22,187,109,377,47
2021-08-22,334,583,214,301,113,783,702,198,1192,822,1301,245,599,290,410,183,19,195,175,330,253,1002,53,411,318,243,568,16,7,9,74,83,295,87
2021-08-23,229,434,124,191,55,507,485,62,1483,798,1073,182,487,179,297,181,82,155,278,80,58,514,70,179,331,250,357,73,10,23,101,14,223,39
